ID;Verein;Position;Marktwert TM;TM-Stärke;exp_games;Erwartete Spiele (TM);exp_gd;Erwartete Tordifferenz (TM)
pl-k00030256;Portugal;FORWARD;15000000;0.1364;5.302;0.723;3.99;0.5441
pl-k00030669;Deutschland;GOALKEEPER;4000000;0.0308;5.097;0.1568;3.97;0.1222
pl-k00033709;Argentinien;FORWARD;35000000;0.35;5.991;2.0968;8.658;3.0303
pl-k00033742;Schottland;GOALKEEPER;50000;0.0011;4.12;0.0046;-0.984;-0.0011
pl-k00039245;Deutschland;GOALKEEPER;3000000;0.0231;5.097;0.1176;3.97;0.0916
pl-k00039689;Kroatien;MIDFIELDER;4000000;0.0571;4.93;0.2817;2.779;0.1588
pl-k00039824;Mexiko;GOALKEEPER;1000000;0.025;4.905;0.1226;2.864;0.0716
pl-k00044089;Belgien;MIDFIELDER;1400000;0.0215;4.876;0.105;2.814;0.0606
pl-k00044560;Bosnien-Herzegowina;FORWARD;2700000;0.1227;3.738;0.4588;-2.61;-0.3203
pl-k00045914;Kolumbien;MIDFIELDER;6000000;0.0857;5.21;0.4466;3.512;0.301
pl-k00046237;Türkei;GOALKEEPER;500000;0.0111;4.976;0.0553;2.252;0.025
pl-k00046495;Uruguay;GOALKEEPER;750000;0.0062;4.672;0.0292;1.55;0.0097
pl-k00046508;Neuseeland;DEFENDER;;0.0;3.48;0.0;-3.434;-0.0
pl-k00047058;Österreich;FORWARD;2500000;0.0781;4.129;0.3226;-1.1;-0.0859
pl-k00050622;England;MIDFIELDER;2000000;0.0125;5.687;0.0711;6.383;0.0798
pl-k00054652;Deutschland;MIDFIELDER;3500000;0.0269;5.097;0.1372;3.97;0.1069
pl-k00055188;DR Kongo;MIDFIELDER;1800000;0.0643;3.371;0.2167;-4.126;-0.2652
pl-k00056751;Neuseeland;FORWARD;8000000;1.0;3.48;3.48;-3.434;-3.434
pl-k00056979;Argentinien;DEFENDER;1000000;0.01;5.991;0.0599;8.658;0.0866
pl-k00057241;Tunesien;MIDFIELDER;2000000;0.2222;3.434;0.7631;-3.766;-0.8369
pl-k00057343;Schweiz;MIDFIELDER;10000000;0.25;5.181;1.2952;4.737;1.1842
pl-k00057598;Österreich;DEFENDER;20000000;0.625;4.129;2.5806;-1.1;-0.6875
pl-k00057919;Schweden;GOALKEEPER;300000;0.0025;3.796;0.0095;-2.337;-0.0058
pl-k00059041;Kroatien;FORWARD;3000000;0.0429;4.93;0.2113;2.779;0.1191
pl-k00059307;Kroatien;FORWARD;1300000;0.0186;4.93;0.0916;2.779;0.0516
pl-k00059384;Belgien;FORWARD;15000000;0.2308;4.876;1.1252;2.814;0.6494
pl-k00059448;Südkorea;GOALKEEPER;;0.0;4.339;0.0;0.171;0.0
pl-k00059508;Belgien;GOALKEEPER;28000000;0.4308;4.876;2.1004;2.814;1.2122
pl-k00059516;Belgien;MIDFIELDER;15000000;0.2308;4.876;1.1252;2.814;0.6494
pl-k00059524;Türkei;MIDFIELDER;4700000;0.1044;4.976;0.5197;2.252;0.2352
pl-k00060044;Schweiz;DEFENDER;3500000;0.0875;5.181;0.4533;4.737;0.4145
pl-k00062748;Senegal;MIDFIELDER;1000000;0.0222;4.598;0.1022;0.171;0.0038
pl-k00063656;Südkorea;FORWARD;17000000;0.68;4.339;2.9505;0.171;0.1163
pl-k00063799;Österreich;FORWARD;1500000;0.0469;4.129;0.1935;-1.1;-0.0516
pl-k00063855;Neuseeland;FORWARD;500000;0.0625;3.48;0.2175;-3.434;-0.2146
pl-k00063869;Japan;DEFENDER;300000;0.01;4.848;0.0485;1.906;0.0191
pl-k00063918;Brasilien;FORWARD;50000000;0.2778;5.351;1.4864;5.126;1.4239
pl-k00064027;Schottland;DEFENDER;1500000;0.0333;4.12;0.1373;-0.984;-0.0328
pl-k00064038;Türkei;MIDFIELDER;22000000;0.4889;4.976;2.4327;2.252;1.101
pl-k00065748;Kap Verde;DEFENDER;;0.0;3.272;0.0;-5.876;-0.0
pl-k00065996;Ghana;FORWARD;1800000;0.0277;3.144;0.0871;-6.374;-0.1765
pl-k00066526;Deutschland;DEFENDER;25000000;0.1923;5.097;0.9802;3.97;0.7635
pl-k00066754;Deutschland;MIDFIELDER;15000000;0.1154;5.097;0.5881;3.97;0.4581
pl-k00067156;USA;DEFENDER;800000;0.0133;3.74;0.0499;-2.316;-0.0309
pl-k00067266;Kroatien;MIDFIELDER;15000000;0.2143;4.93;1.0564;2.779;0.5955
pl-k00067749;Frankreich;DEFENDER;8000000;0.0444;6.141;0.2729;7.58;0.3369
pl-k00068111;Australien;MIDFIELDER;700000;0.1167;4.066;0.4744;-0.993;-0.1158
pl-k00068757;Kolumbien;GOALKEEPER;3000000;0.0429;5.21;0.2233;3.512;0.1505
pl-k00069274;Paraguay;GOALKEEPER;;0.0;4.452;0.0;0.178;0.0
pl-k00069568;DR Kongo;FORWARD;1400000;0.05;3.371;0.1686;-4.126;-0.2063
pl-k00069797;England;DEFENDER;5000000;0.0312;5.687;0.1777;6.383;0.1995
pl-k00070267;Brasilien;DEFENDER;2000000;0.0111;5.351;0.0595;5.126;0.057
pl-k00070270;Brasilien;DEFENDER;2500000;0.0139;5.351;0.0743;5.126;0.0712
pl-k00070281;Tschechien;MIDFIELDER;400000;0.016;4.198;0.0672;-0.433;-0.0069
pl-k00070495;Belgien;DEFENDER;1800000;0.0277;4.876;0.135;2.814;0.0779
pl-k00070592;Deutschland;DEFENDER;30000000;0.2308;5.097;1.1762;3.97;0.9162
pl-k00070605;England;FORWARD;65000000;0.4062;5.687;2.3103;6.383;2.5931
pl-k00070654;Brasilien;MIDFIELDER;8000000;0.0444;5.351;0.2378;5.126;0.2278
pl-k00070756;Bosnien-Herzegowina;DEFENDER;10000000;0.4545;3.738;1.6991;-2.61;-1.1864
pl-k00070960;Curacao;FORWARD;;0.0;3.121;0.0;-6.73;-0.0
pl-k00071150;Deutschland;DEFENDER;40000000;0.3077;5.097;1.5683;3.97;1.2215
pl-k00071862;Kolumbien;DEFENDER;2500000;0.0357;5.21;0.1861;3.512;0.1254
pl-k00071888;Niederlande;FORWARD;10000000;0.1111;5.268;0.5853;3.773;0.4192
pl-k00072478;Niederlande;GOALKEEPER;8000000;0.0889;5.268;0.4683;3.773;0.3354
pl-k00072654;Frankreich;GOALKEEPER;38000000;0.2111;6.141;1.2964;7.58;1.6002
pl-k00072663;Elfenbeinküste;MIDFIELDER;8000000;0.16;3.89;0.6224;-2.143;-0.3429
pl-k00072712;Curacao;DEFENDER;2800000;0.6222;3.121;1.942;-6.73;-4.1876
pl-k00072716;Niederlande;DEFENDER;18000000;0.2;5.268;1.0536;3.773;0.7546
pl-k00072755;Deutschland;GOALKEEPER;12000000;0.0923;5.097;0.4705;3.97;0.3665
pl-k00073097;Australien;DEFENDER;;0.0;4.066;0.0;-0.993;-0.0
pl-k00073206;Österreich;MIDFIELDER;7000000;0.2188;4.129;0.9032;-1.1;-0.2406
pl-k00073311;Österreich;MIDFIELDER;1800000;0.0562;4.129;0.2323;-1.1;-0.0619
pl-k00073393;Ghana;DEFENDER;2000000;0.0308;3.144;0.0967;-6.374;-0.1961
pl-k00073842;Kap Verde;DEFENDER;;0.0;3.272;0.0;-5.876;-0.0
pl-k00073943;Mexiko;FORWARD;4000000;0.1;4.905;0.4905;2.864;0.2864
pl-k00074093;Ägypten;MIDFIELDER;30000000;0.4615;3.951;1.8235;-1.446;-0.6674
pl-k00074274;Senegal;FORWARD;25000000;0.5556;4.598;2.5544;0.171;0.095
pl-k00074305;Neuseeland;DEFENDER;;0.0;3.48;0.0;-3.434;-0.0
pl-k00074369;Marokko;GOALKEEPER;;0.0;4.418;0.0;0.331;0.0
pl-k00074841;Kolumbien;MIDFIELDER;2500000;0.0357;5.21;0.1861;3.512;0.1254
pl-k00074928;England;GOALKEEPER;15000000;0.0938;5.687;0.5332;6.383;0.5984
pl-k00074936;Brasilien;DEFENDER;30000000;0.1667;5.351;0.8918;5.126;0.8543
pl-k00074991;Argentinien;GOALKEEPER;15000000;0.15;5.991;0.8986;8.658;1.2987
pl-k00075008;Niederlande;MIDFIELDER;7000000;0.0778;5.268;0.4097;3.773;0.2935
pl-k00075023;Portugal;DEFENDER;25000000;0.2273;5.302;1.205;3.99;0.9068
pl-k00075027;Schweiz;GOALKEEPER;3000000;0.075;5.181;0.3886;4.737;0.3553
pl-k00075068;Katar;DEFENDER;500000;0.1111;3.194;0.3549;-5.532;-0.6147
pl-k00075076;Senegal;DEFENDER;12000000;0.2667;4.598;1.2261;0.171;0.0456
pl-k00075102;Kap Verde;FORWARD;700000;0.0389;3.272;0.1272;-5.876;-0.2285
pl-k00075261;Bosnien-Herzegowina;FORWARD;3000000;0.1364;3.738;0.5097;-2.61;-0.3559
pl-k00075379;Schweiz;DEFENDER;800000;0.02;5.181;0.1036;4.737;0.0947
pl-k00075584;Frankreich;MIDFIELDER;20000000;0.1111;6.141;0.6823;7.58;0.8422
pl-k00075612;Bosnien-Herzegowina;MIDFIELDER;550000;0.025;3.738;0.0934;-2.61;-0.0652
pl-k00075628;Türkei;MIDFIELDER;3500000;0.0778;4.976;0.387;2.252;0.1752
pl-k00075738;Australien;DEFENDER;550000;0.0917;4.066;0.3727;-0.993;-0.091
pl-k00075849;Spanien;DEFENDER;20000000;0.1667;6.547;1.0912;13.21;2.2017
pl-k00075878;Australien;GOALKEEPER;2000000;0.3333;4.066;1.3553;-0.993;-0.331
pl-k00075957;Ägypten;DEFENDER;400000;0.0062;3.951;0.0243;-1.446;-0.0089
pl-k00075963;Ägypten;MIDFIELDER;4500000;0.0692;3.951;0.2735;-1.446;-0.1001
pl-k00075982;Curacao;DEFENDER;3500000;0.7778;3.121;2.4274;-6.73;-5.2344
pl-k00076167;DR Kongo;DEFENDER;2500000;0.0893;3.371;0.301;-4.126;-0.3684
pl-k00076249;Kap Verde;GOALKEEPER;;0.0;3.272;0.0;-5.876;-0.0
pl-k00076421;Österreich;DEFENDER;1500000;0.0469;4.129;0.1935;-1.1;-0.0516
pl-k00076459;England;DEFENDER;18000000;0.1125;5.687;0.6398;6.383;0.7181
pl-k00076681;Ghana;MIDFIELDER;5000000;0.0769;3.144;0.2418;-6.374;-0.4903
pl-k00077108;Brasilien;MIDFIELDER;38000000;0.2111;5.351;1.1297;5.126;1.0822
pl-k00077358;Norwegen;GOALKEEPER;900000;0.0045;4.789;0.0216;0.91;0.0041
pl-k00077564;Uruguay;DEFENDER;2000000;0.0167;4.672;0.0779;1.55;0.0258
pl-k00077709;Norwegen;MIDFIELDER;17000000;0.085;4.789;0.4071;0.91;0.0774
pl-k00078155;Curacao;MIDFIELDER;900000;0.2;3.121;0.6242;-6.73;-1.346
pl-k00078170;Curacao;GOALKEEPER;200000;0.0444;3.121;0.1387;-6.73;-0.2991
pl-k00078181;Frankreich;GOALKEEPER;10000000;0.0556;6.141;0.3412;7.58;0.4211
pl-k00078230;Niederlande;DEFENDER;18000000;0.2;5.268;1.0536;3.773;0.7546
pl-k00078543;Kanada;MIDFIELDER;;0.0;4.653;0.0;1.822;0.0
pl-k00078573;Kolumbien;DEFENDER;1800000;0.0257;5.21;0.134;3.512;0.0903
pl-k00078750;Portugal;MIDFIELDER;40000000;0.3636;5.302;1.928;3.99;1.4509
pl-k00079032;Australien;FORWARD;;0.0;4.066;0.0;-0.993;-0.0
pl-k00079078;Bosnien-Herzegowina;GOALKEEPER;4500000;0.2045;3.738;0.7646;-2.61;-0.5339
pl-k00079176;Türkei;MIDFIELDER;9000000;0.2;4.976;0.9952;2.252;0.4504
pl-k00079478;Uruguay;DEFENDER;22000000;0.1833;4.672;0.8565;1.55;0.2842
pl-k00079504;Österreich;MIDFIELDER;2000000;0.0625;4.129;0.2581;-1.1;-0.0688
pl-k00079536;Australien;MIDFIELDER;600000;0.1;4.066;0.4066;-0.993;-0.0993
pl-k00079543;Deutschland;MIDFIELDER;23000000;0.1769;5.097;0.9018;3.97;0.7024
pl-k00080083;Deutschland;MIDFIELDER;17000000;0.1308;5.097;0.6665;3.97;0.5192
pl-k00080174;Deutschland;DEFENDER;18000000;0.1385;5.097;0.7057;3.97;0.5497
pl-k00080229;Paraguay;FORWARD;7000000;0.28;4.452;1.2466;0.178;0.0498
pl-k00080522;Paraguay;DEFENDER;8500000;0.34;4.452;1.5137;0.178;0.0605
pl-k00080587;Iran;FORWARD;2000000;0.5714;4.3;2.4571;-0.05;-0.0286
pl-k00080630;Brasilien;DEFENDER;8000000;0.0444;5.351;0.2378;5.126;0.2278
pl-k00080786;Belgien;MIDFIELDER;35000000;0.5385;4.876;2.6255;2.814;1.5152
pl-k00081053;Tschechien;DEFENDER;2700000;0.108;4.198;0.4534;-0.433;-0.0468
pl-k00081250;Belgien;DEFENDER;3000000;0.0462;4.876;0.225;2.814;0.1299
pl-k00081292;Kolumbien;FORWARD;10000000;0.1429;5.21;0.7443;3.512;0.5017
pl-k00081362;Kroatien;MIDFIELDER;7000000;0.1;4.93;0.493;2.779;0.2779
pl-k00081442;Senegal;GOALKEEPER;1800000;0.04;4.598;0.1839;0.171;0.0068
pl-k00081465;Spanien;DEFENDER;24000000;0.2;6.547;1.3094;13.21;2.642
pl-k00081503;DR Kongo;MIDFIELDER;5000000;0.1786;3.371;0.602;-4.126;-0.7368
pl-k00081538;Elfenbeinküste;MIDFIELDER;1500000;0.03;3.89;0.1167;-2.143;-0.0643
pl-k00081694;Kroatien;DEFENDER;7500000;0.1071;4.93;0.5282;2.779;0.2977
pl-k00081971;Australien;MIDFIELDER;1500000;0.25;4.066;1.0165;-0.993;-0.2482
pl-k00082152;Frankreich;DEFENDER;20000000;0.1111;6.141;0.6823;7.58;0.8422
pl-k00082469;Belgien;DEFENDER;10000000;0.1538;4.876;0.7502;2.814;0.4329
pl-k00082709;Kap Verde;FORWARD;325000;0.0181;3.272;0.0591;-5.876;-0.1061
pl-k00082878;Schottland;DEFENDER;30000000;0.6667;4.12;2.7467;-0.984;-0.656
pl-k00082905;Ecuador;FORWARD;3800000;0.0345;5.04;0.1741;4.088;0.1412
pl-k00082915;Schweiz;FORWARD;12000000;0.3;5.181;1.5543;4.737;1.4211
pl-k00082944;Kolumbien;GOALKEEPER;;0.0;5.21;0.0;3.512;0.0
pl-k00083013;Argentinien;MIDFIELDER;5000000;0.05;5.991;0.2996;8.658;0.4329
pl-k00083165;Norwegen;FORWARD;;0.0;4.789;0.0;0.91;0.0
pl-k00083239;Iran;DEFENDER;;0.0;4.3;0.0;-0.05;-0.0
pl-k00083248;Iran;MIDFIELDER;3000000;0.8571;4.3;3.6857;-0.05;-0.0429
pl-k00083526;Algerien;DEFENDER;1800000;0.045;3.705;0.1667;-2.846;-0.1281
pl-k00083529;Algerien;FORWARD;18000000;0.45;3.705;1.6672;-2.846;-1.2807
pl-k00083544;Iran;GOALKEEPER;;0.0;4.3;0.0;-0.05;-0.0
pl-k00083613;Norwegen;MIDFIELDER;;0.0;4.789;0.0;0.91;0.0
pl-k00083712;Kanada;FORWARD;3500000;0.07;4.653;0.3257;1.822;0.1275
pl-k00083739;Südafrika;FORWARD;;0.0;3.314;0.0;-4.325;-0.0
pl-k00083783;Paraguay;DEFENDER;8000000;0.32;4.452;1.4246;0.178;0.057
pl-k00083984;Schweden;DEFENDER;6000000;0.05;3.796;0.1898;-2.337;-0.1168
pl-k00083987;Schweden;MIDFIELDER;4000000;0.0333;3.796;0.1265;-2.337;-0.0779
pl-k00084324;Schweiz;MIDFIELDER;4000000;0.1;5.181;0.5181;4.737;0.4737
pl-k00084365;Schweiz;DEFENDER;8000000;0.2;5.181;1.0362;4.737;0.9474
pl-k00084527;Uruguay;FORWARD;4500000;0.0375;4.672;0.1752;1.55;0.0581
pl-k00084530;Kanada;DEFENDER;4000000;0.08;4.653;0.3722;1.822;0.1458
pl-k00084740;Neuseeland;MIDFIELDER;900000;0.1125;3.48;0.3915;-3.434;-0.3863
pl-k00084940;Österreich;DEFENDER;12000000;0.375;4.129;1.5484;-1.1;-0.4125
pl-k00084943;Österreich;MIDFIELDER;32000000;1.0;4.129;4.129;-1.1;-1.1
pl-k00085071;Österreich;GOALKEEPER;;0.0;4.129;0.0;-1.1;-0.0
pl-k00085122;Kroatien;FORWARD;3000000;0.0429;4.93;0.2113;2.779;0.1191
pl-k00085245;Portugal;MIDFIELDER;27000000;0.2455;5.302;1.3014;3.99;0.9794
pl-k00085275;Argentinien;GOALKEEPER;9000000;0.09;5.991;0.5392;8.658;0.7792
pl-k00085276;Argentinien;MIDFIELDER;15000000;0.15;5.991;0.8986;8.658;1.2987
pl-k00085349;Portugal;MIDFIELDER;40000000;0.3636;5.302;1.928;3.99;1.4509
pl-k00085376;DR Kongo;DEFENDER;2500000;0.0893;3.371;0.301;-4.126;-0.3684
pl-k00085378;Tschechien;GOALKEEPER;3500000;0.14;4.198;0.5877;-0.433;-0.0606
pl-k00085465;Kroatien;MIDFIELDER;10000000;0.1429;4.93;0.7043;2.779;0.397
pl-k00085665;Brasilien;GOALKEEPER;15000000;0.0833;5.351;0.4459;5.126;0.4272
pl-k00085696;Belgien;MIDFIELDER;6000000;0.0923;4.876;0.4501;2.814;0.2598
pl-k00085778;Tschechien;FORWARD;25000000;1.0;4.198;4.198;-0.433;-0.433
pl-k00085906;Schottland;DEFENDER;9000000;0.2;4.12;0.824;-0.984;-0.1968
pl-k00085917;Schottland;FORWARD;2500000;0.0556;4.12;0.2289;-0.984;-0.0547
pl-k00086035;Portugal;FORWARD;6000000;0.0545;5.302;0.2892;3.99;0.2176
pl-k00086109;Kroatien;DEFENDER;7000000;0.1;4.93;0.493;2.779;0.2779
pl-k00086141;Deutschland;FORWARD;55000000;0.4231;5.097;2.1564;3.97;1.6796
pl-k00086183;Tschechien;DEFENDER;;0.0;4.198;0.0;-0.433;-0.0
pl-k00086391;Spanien;DEFENDER;22000000;0.1833;6.547;1.2003;13.21;2.4218
pl-k00086584;Ghana;FORWARD;25000000;0.3846;3.144;1.2092;-6.374;-2.4515
pl-k00086910;Spanien;FORWARD;5000000;0.0417;6.547;0.2728;13.21;0.5504
pl-k00087248;Uruguay;GOALKEEPER;3500000;0.0292;4.672;0.1363;1.55;0.0452
pl-k00087254;Kroatien;DEFENDER;4000000;0.0571;4.93;0.2817;2.779;0.1588
pl-k00087278;Norwegen;MIDFIELDER;3000000;0.015;4.789;0.0718;0.91;0.0136
pl-k00087371;Bosnien-Herzegowina;GOALKEEPER;;0.0;3.738;0.0;-2.61;-0.0
pl-k00087507;Kap Verde;DEFENDER;1500000;0.0833;3.272;0.2727;-5.876;-0.4897
pl-k00087512;Haiti;GOALKEEPER;;0.0;3.218;0.0;-5.302;-0.0
pl-k00087534;Frankreich;MIDFIELDER;12000000;0.0667;6.141;0.4094;7.58;0.5053
pl-k00087576;Ghana;DEFENDER;9000000;0.1385;3.144;0.4353;-6.374;-0.8826
pl-k00087622;Türkei;GOALKEEPER;;0.0;4.976;0.0;2.252;0.0
pl-k00087673;Schweiz;GOALKEEPER;40000000;1.0;5.181;5.181;4.737;4.737
pl-k00087704;Österreich;DEFENDER;22000000;0.6875;4.129;2.8387;-1.1;-0.7563
pl-k00087705;Bosnien-Herzegowina;FORWARD;22000000;1.0;3.738;3.738;-2.61;-2.61
pl-k00087735;Türkei;FORWARD;4500000;0.1;4.976;0.4976;2.252;0.2252
pl-k00087750;Deutschland;DEFENDER;20000000;0.1538;5.097;0.7842;3.97;0.6108
pl-k00087823;Südkorea;MIDFIELDER;2000000;0.08;4.339;0.3471;0.171;0.0137
pl-k00087867;Elfenbeinküste;MIDFIELDER;20000000;0.4;3.89;1.556;-2.143;-0.8572
pl-k00087885;Deutschland;FORWARD;25000000;0.1923;5.097;0.9802;3.97;0.7635
pl-k00087974;Tschechien;MIDFIELDER;7500000;0.3;4.198;1.2594;-0.433;-0.1299
pl-k00088045;Spanien;DEFENDER;50000000;0.4167;6.547;2.7279;13.21;5.5042
pl-k00088049;Spanien;FORWARD;60000000;0.5;6.547;3.2735;13.21;6.605
pl-k00088147;Algerien;GOALKEEPER;2000000;0.05;3.705;0.1853;-2.846;-0.1423
pl-k00088151;Frankreich;DEFENDER;70000000;0.3889;6.141;2.3882;7.58;2.9478
pl-k00088249;Curacao;FORWARD;;0.0;3.121;0.0;-6.73;-0.0
pl-k00088739;Uruguay;MIDFIELDER;;0.0;4.672;0.0;1.55;0.0
pl-k00088771;USA;MIDFIELDER;60000000;1.0;3.74;3.74;-2.316;-2.316
pl-k00088866;Paraguay;DEFENDER;1500000;0.06;4.452;0.2671;0.178;0.0107
pl-k00088946;Curacao;FORWARD;;0.0;3.121;0.0;-6.73;-0.0
pl-k00088970;Ghana;GOALKEEPER;;0.0;3.144;0.0;-6.374;-0.0
pl-k00089012;Niederlande;FORWARD;3500000;0.0389;5.268;0.2049;3.773;0.1467
pl-k00089060;Japan;DEFENDER;800000;0.0267;4.848;0.1293;1.906;0.0508
pl-k00089096;Portugal;GOALKEEPER;5000000;0.0455;5.302;0.241;3.99;0.1814
pl-k00089148;Schweden;DEFENDER;15000000;0.125;3.796;0.4745;-2.337;-0.2921
pl-k00089308;Schweiz;MIDFIELDER;9000000;0.225;5.181;1.1657;4.737;1.0658
pl-k00089313;Spanien;GOALKEEPER;30000000;0.25;6.547;1.6368;13.21;3.3025
pl-k00089321;Spanien;MIDFIELDER;75000000;0.625;6.547;4.0919;13.21;8.2563
pl-k00089322;Spanien;MIDFIELDER;30000000;0.25;6.547;1.6368;13.21;3.3025
pl-k00089356;Schweiz;DEFENDER;22000000;0.55;5.181;2.8496;4.737;2.6054
pl-k00089361;Schweiz;MIDFIELDER;25000000;0.625;5.181;3.2381;4.737;2.9606
pl-k00089434;Österreich;MIDFIELDER;28000000;0.875;4.129;3.6129;-1.1;-0.9625
pl-k00089444;Frankreich;FORWARD;60000000;0.3333;6.141;2.047;7.58;2.5267
pl-k00089452;Kap Verde;MIDFIELDER;1000000;0.0556;3.272;0.1818;-5.876;-0.3264
pl-k00089457;Niederlande;MIDFIELDER;70000000;0.7778;5.268;4.0973;3.773;2.9346
pl-k00089649;Algerien;DEFENDER;7000000;0.175;3.705;0.6484;-2.846;-0.498
pl-k00089655;Tunesien;MIDFIELDER;6000000;0.6667;3.434;2.2893;-3.766;-2.5107
pl-k00089781;Haiti;DEFENDER;700000;0.0389;3.218;0.1251;-5.302;-0.2062
pl-k00090003;Curacao;MIDFIELDER;4500000;1.0;3.121;3.121;-6.73;-6.73
pl-k00090018;Marokko;MIDFIELDER;22000000;0.275;4.418;1.215;0.331;0.091
pl-k00090022;Curacao;FORWARD;450000;0.1;3.121;0.3121;-6.73;-0.673
pl-k00090036;England;FORWARD;50000000;0.3125;5.687;1.7772;6.383;1.9947
pl-k00090042;Österreich;DEFENDER;12000000;0.375;4.129;1.5484;-1.1;-0.4125
pl-k00090213;Österreich;DEFENDER;14000000;0.4375;4.129;1.8064;-1.1;-0.4813
pl-k00090353;Türkei;DEFENDER;;0.0;4.976;0.0;2.252;0.0
pl-k00090404;Portugal;DEFENDER;7500000;0.0682;5.302;0.3615;3.99;0.272
pl-k00090515;Spanien;MIDFIELDER;40000000;0.3333;6.547;2.1823;13.21;4.4033
pl-k00090525;Kolumbien;MIDFIELDER;8000000;0.1143;5.21;0.5954;3.512;0.4014
pl-k00090574;Kroatien;GOALKEEPER;11000000;0.1571;4.93;0.7747;2.779;0.4367
pl-k00090698;Australien;FORWARD;;0.0;4.066;0.0;-0.993;-0.0
pl-k00090788;Japan;MIDFIELDER;5000000;0.1667;4.848;0.808;1.906;0.3177
pl-k00090828;Schottland;DEFENDER;8000000;0.1778;4.12;0.7324;-0.984;-0.1749
pl-k00090830;Kap Verde;MIDFIELDER;750000;0.0417;3.272;0.1363;-5.876;-0.2448
